query	subject	tmscore	seq_id	rmsd	aligned_length
F6HHD3	P46011	0.93248	0.765	1.28	119.0
A0A3S4N3H0	Q9FZK1	0.79889	0.179	3.12	340.0
Q8LEE7	Q8LEE7	1.0	1.0	0.0	318.0
O80742	O80742	1.0	1.0	0.0	686.0
A0A3Q7HGP9	Q5KQL9	0.89469	0.55	2.69	467.0
Q84WW5	Q84WW5	1.0	1.0	0.0	239.0
A0A199VRB8	Q9SSR4	0.76991	0.394	3.44	439.0
A0A2R6QCV8	Q7ZVR1	0.78122	0.239	1.82	134.0
A0A0Q3IQI4	Q9FFJ8	0.73012	0.19	3.03	105.0
Q9LK22	Q9LK22	1.0	1.0	0.0	251.0
W1PWH4	Q9LJ86	0.69549	0.261	2.52	92.0
A0A2P5YRH6	Q497D6	0.52173	0.193	2.29	109.0
A0A3Q7HIL9	O48767	0.47072	0.582	4.68	182.0
Q0DF38	F4JSE7	0.36997	0.65	3.84	157.0
U5D993	Q5JK32	0.70586	0.536	3.53	263.0
K7LAT9	Q9FKA9	0.32311	0.513	3.64	76.0
Q9MA63	Q9MA63	1.0	1.0	0.0	246.0
A0A3Q7HK02	Q84WP3	0.37287	0.151	5.91	212.0
F4KHD8	F4KHD8	1.0	1.0	0.0	1923.0
Q5XEN2	Q3ZBQ4	0.36171	0.255	2.09	94.0
Q9LDI9	Q9FME2	0.33635	0.359	4.4	167.0
Q6ZL08	P55852	0.68486	0.457	1.36	81.0
A0A7J7HK58	O74970	0.70754	0.352	2.42	128.0
Q9SLE0	Q9SLE0	1.0	1.0	0.0	189.0
A0A3Q7HA14	Q94HW2	0.36252	0.294	5.43	187.0
Q9FX66	P0CM49	0.86895	0.2	2.49	355.0
Q9C586	Q8VWF6	0.9581	0.645	1.39	389.0
P43333	P43333	1.0	1.0	0.0	249.0
F6I6S4	Q94F62	0.68745	0.754	1.96	57.0
Q84JR3	Q84JR3	1.0	1.0	0.0	492.0
A0A2R6Q9A7	Q9FJB8	0.25459	0.4	5.52	120.0
A0A7J7G2V5	Q9LMT7	0.56864	0.242	3.08	392.0
Q9LQU7	Q9LQU7	1.0	1.0	0.0	604.0
A0A1D6ISV0	Q8LG98	0.59505	0.304	2.71	253.0
A0A0P0X000	P93820	0.85788	0.343	2.28	411.0
A0A7J7FZG2	Q8VZG8	0.87786	0.61	1.48	77.0
A0A1P8AX91	Q9QZE7	0.86185	0.373	2.29	228.0
Q9LFB9	Q9LFB9	1.0	1.0	0.0	568.0
A0A7J7GQ48	Q9LMC8	0.23006	0.095	5.96	222.0
I1HTW0	O08307	0.66209	0.229	3.42	279.0
W1PNE6	Q6VAB3	0.94404	0.62	0.92	108.0
I1K822	Q9C626	0.81295	0.421	3.51	390.0
Q93YQ3	Q93YQ3	1.0	1.0	0.0	323.0
A0A1D6K4X6	Q8W490	0.49441	0.553	3.68	123.0
W1NL92	Q42577	0.99373	0.868	0.33	121.0
Q8GYL7	Q8GYL7	1.0	1.0	0.0	852.0
Q0J4L7	Q9M573	0.92638	0.862	0.74	65.0
A0A2R6RSE8	O23760	0.98363	0.816	0.68	114.0
A0A2P5Y6T0	Q9FT54	0.4993	0.15	3.84	180.0
A0A2I0VAD7	Q7TN75	0.36446	0.062	6.24	192.0
A0A0R0JDD6	Q9Y5Q9	0.69005	0.151	4.11	219.0
F4JZ42	A7MKH5	0.67819	0.232	2.89	297.0
Q9C5C4	Q9C5C4	1.0	1.0	0.0	440.0
F4HWT6	Q9SU75	0.80815	0.467	2.39	212.0
O81915	Q9AV23	0.8284	0.644	1.58	424.0
A0A3Q7I905	Q9QY93	0.62124	0.426	3.06	94.0
Q9LYK9	Q9LYK9	1.0	1.0	0.0	130.0
A0A0R0H2Y8	Q8RWY4	0.65265	0.102	2.08	88.0
A0A3S3NAW2	O81865	0.82088	0.311	1.83	161.0
K7L284	O23617	0.94619	0.648	1.32	210.0
A0A3S3MJ10	Q75H81	0.31376	0.484	1.71	386.0
Q9C9B5	Q8TC92	0.46695	0.106	3.92	94.0
A0A2P5Y9P0	Q8LAH8	0.24958	0.8	2.21	185.0
A0A3Q7JJY8	Q5S2C3	0.86032	0.859	2.57	326.0
A0A2I0V6K2	Q9FFF9	0.81554	0.458	2.29	142.0
Q9SF04	Q9Y4K3	0.20551	0.207	5.57	150.0
A0A7J7HSS7	Q9FIY1	0.67291	0.339	2.85	372.0
Q8GYW0	Q8GYW0	1.0	1.0	0.0	234.0
Q9FHK0	Q9FHK0	1.0	1.0	0.0	316.0
A0A0Q3KB77	Q86V81	0.20519	0.188	3.44	80.0
A0A3Q7HRN6	P10978	0.55871	0.496	3.94	125.0
A0A2I0WSH1	Q6P1Y1	0.81845	0.175	1.63	80.0
F4KCR0	Q9Y2L5	0.6909	0.219	6.27	1070.0
A0A3Q7FJ16	Q9LFU5	0.93229	0.694	1.87	288.0
F6HZP6	Q8VZG8	0.88114	0.521	1.66	190.0
A0A2R6QSA4	F4HSX9	0.79419	0.262	2.34	225.0
Q9C8L4	Q9C8L4	1.0	1.0	0.0	294.0
Q9S6Z7	Q9S6Z7	1.0	1.0	0.0	324.0
A0A0R0FYL4	P32768	0.36729	0.066	6.98	528.0
P17597	P17597	1.0	1.0	0.0	670.0
Q9C8K0	Q9C8K0	1.0	1.0	0.0	854.0
A0A804KSD7	B9SQR9	0.88346	0.742	1.38	271.0
A0A2I0VFY1	Q5XET5	0.65095	0.318	3.12	88.0
Q38944	Q38944	1.0	1.0	0.0	262.0
F4JTL0	B2HLY1	0.26041	0.081	5.02	135.0
K7MFZ9	Q9NW15	0.66218	0.28	2.63	118.0
A0A498IW74	P0C872	0.78007	0.405	1.35	148.0
A0A2I0X729	F4HT21	0.41552	0.479	3.21	326.0
A0A3S3NWX6	Q9FM89	0.67294	0.229	4.05	407.0
A0A2P5YET3	H2DH18	0.90343	0.607	1.13	84.0
Q9C9B1	Q9C9B1	1.0	1.0	0.0	193.0
A0A2R6NDH3	O48716	0.87473	0.391	2.11	225.0
F4HXZ1	F4HXZ1	1.0	1.0	0.0	846.0
Q9SSK4	Q94IB9	0.62095	0.163	2.9	178.0
A0A498JG56	Q9SXJ6	0.461	0.757	2.42	74.0
A0A443PI51	Q54HT7	0.16458	0.064	9.15	296.0
I1HAS7	Q7PZK5	0.27232	0.168	5.14	238.0
K7UPY7	Q9LXZ3	0.59739	0.147	3.58	285.0
A0A199VI30	Q9MA75	0.42424	0.56	3.65	168.0
Q8RUS5	Q8RUS5	1.0	1.0	0.0	866.0
A0A494G8V8	Q54EP7	0.65119	0.256	3.09	86.0
F6H9I8	Q9FJY7	0.9209	0.452	2.46	615.0
A0A804LM60	Q84JS1	0.46256	0.436	2.93	117.0
Q7FK55	C0LGT5	0.91276	0.653	1.46	277.0
F4IY04	Q9D7B1	0.94437	0.484	1.13	318.0
O81898	O65708	0.73984	0.144	2.92	153.0
A0A2R6RLA1	O22808	0.65051	0.4	5.71	537.0
A0A2I0W610	Q9SHV7	0.18631	0.095	8.83	210.0
K7M795	B8N151	0.68758	0.149	2.71	87.0
Q10LR6	Q9SRX2	0.90495	0.862	1.78	196.0
O23461	O23461	1.0	1.0	0.0	1039.0
Q9LR67	Q9LR67	1.0	1.0	0.0	660.0
Q9LES4	Q9LES4	1.0	1.0	0.0	483.0
A0A804I1K6	Q8S2E6	0.43945	0.372	4.28	188.0
A0A804N7J4	Q9FQA3	0.90233	0.528	1.43	218.0
A0A2P5W3N8	Q9LT25	0.47951	0.396	6.76	333.0
A0A804UG55	P06180	0.27994	0.193	4.6	166.0
A0A804L1D6	Q9C942	0.83809	0.327	1.93	162.0
A0A2P5X2K6	Q9VIP8	0.31434	0.056	3.91	216.0
Q8VZJ5	Q96KA5	0.69946	0.321	4.44	501.0
I1MJZ1	A2CIR5	0.62091	0.171	3.07	152.0
A0A3Q7H7M0	Q9SFC7	0.82994	0.27	2.5	252.0
O64840	Q1PFC2	0.74621	0.409	1.76	88.0
A0A2I0X2I9	P10978	0.75938	0.445	1.21	110.0
Q9S7N7	Q9S7N7	1.0	1.0	0.0	160.0
Q9M2J3	Q9M2I0	0.94481	0.353	1.17	153.0
K4AWE3	Q05945	0.85766	0.654	1.94	78.0
Q84TF0	Q84TF0	1.0	1.0	0.0	314.0
A0A804JPW7	Q39214	0.68776	0.171	5.52	783.0
Q9S777	Q9S777	1.0	1.0	0.0	561.0
A0A0Q3N4K9	Q9LXZ3	0.5205	0.127	3.61	134.0
F6HJW3	Q8RWL6	0.61075	0.63	1.95	73.0
U5DGS9	Q0J7J7	0.50447	0.356	5.03	177.0
F4JRB0	F4JRB0	1.0	1.0	0.0	363.0
U5DG05	A7SL20	0.53359	0.378	2.79	143.0
F4IXE7	F4IXE7	1.0	1.0	0.0	1189.0
A0A199W598	P0C2T5	0.42197	0.292	3.23	65.0
W1NK58	Q9SD53	0.64099	0.257	3.02	140.0
Q5XV54	A0A178VBJ0	0.59826	0.259	4.08	441.0
A0A0R0KGU3	B8LIX8	0.31326	0.164	2.94	140.0
C6TL35	Q1A173	0.80771	0.521	1.25	73.0
Q7XA65	Q7XA65	1.0	1.0	0.0	322.0
O04005	O04005	1.0	1.0	0.0	216.0
F4IBX5	O34452	0.36856	0.093	4.0	183.0
A0A3Q7GL98	Q9LU44	0.3768	0.678	2.82	59.0
A0A3Q7ITT0	C0LGP4	0.86234	0.341	1.87	91.0
F6HIR6	P51076	0.93123	0.755	0.34	53.0
Q9LS39	Q9LS39	1.0	1.0	0.0	448.0
Q9SJZ7	Q9SJZ7	1.0	1.0	0.0	442.0
A0A804IZ67	Q9M3B4	0.91835	0.571	1.12	105.0
A0A2R6PFY8	Q9ZVC9	0.43576	0.615	4.15	169.0
Q94FN2	Q94FN2	1.0	1.0	0.0	1978.0
Q9SB37	Q9SB37	1.0	1.0	0.0	201.0
A0A2P5WBY0	P11369	0.76625	0.187	2.66	123.0
Q9SMX9	Q9SMX9	1.0	1.0	0.0	881.0
A0A0R0FKV4	Q9SZ66	0.68778	0.315	5.74	949.0
A0A2R6PQ38	Q9FE01	0.98902	0.891	0.63	101.0
F6I3R6	Q91WC9	0.59872	0.271	2.79	273.0
Q0D9I1	O80506	0.50489	0.362	2.43	80.0
Q53Q84	O23299	0.88079	0.255	1.58	220.0
A0A2P5YHI8	Q9ZUS8	0.20065	0.374	6.4	99.0
A0A0P0W5Z1	Q08277	0.70151	0.864	2.32	81.0
A0A178UDM7	Q9M041	0.50415	0.652	3.94	115.0
Q8RWV0	Q8RWV0	1.0	1.0	0.0	741.0
A0A0P0XSC2	O64642	0.94389	0.635	1.5	362.0
Q9SK28	Q9SK28	1.0	1.0	0.0	1144.0
A0A0R0KHH7	Q9SV09	0.32159	0.059	5.25	101.0
O82258	O82258	1.0	1.0	0.0	246.0
A0A2P5XG39	Q9SIT5	0.85759	0.312	3.84	763.0
O04259	O04259	1.0	1.0	0.0	214.0
A0A498I5I3	Q9SCV1	0.71018	0.468	4.66	312.0
A0A804LTW7	Q0WVE8	0.75178	0.674	1.51	236.0
A0A0P0W7P5	A0A1P8B760	0.97939	0.693	0.45	75.0
A0A804PQI4	Q6P4T0	0.53059	0.131	4.71	290.0
A0A804KVA7	O65373	0.23043	0.116	3.97	129.0
Q9FX64	Q9FX64	1.0	1.0	0.0	226.0
A0A3Q7G1B2	Q9SY66	0.28823	0.083	6.44	241.0
A0A0R0IA73	O50046	0.98624	0.831	0.57	154.0
Q9SB60	Q9SB60	1.0	1.0	0.0	318.0
I1N1T0	G7LII0	0.92556	0.601	1.71	258.0
W1PS40	P23666	0.98352	0.63	0.5	108.0
A0A0P0WZH3	Q0JBH9	0.85541	0.216	1.92	102.0
W1P255	A0A0P0VI36	0.82817	0.461	2.55	206.0
A0A2R6RBP0	O22467	0.91361	0.562	2.09	162.0
F4IXI5	K4PW38	0.6261	0.659	3.94	264.0
A0A0R0EYZ6	P42761	0.97719	0.556	0.84	189.0
A0A2K2CU38	Q8WWF5	0.54061	0.382	2.12	55.0
A0A2K2DS73	P11369	0.76298	0.141	3.77	290.0
Q8LEZ4	Q8LEZ4	1.0	1.0	0.0	372.0
Q9S831	Q9S831	1.0	1.0	0.0	143.0
A0A498K7I7	Q9JJR9	0.30836	0.167	3.5	144.0
W1PBL8	Q9USX0	0.69078	0.264	2.91	121.0
Q41951	Q41951	1.0	1.0	0.0	250.0
Q8LFG1	Q8LFG1	1.0	1.0	0.0	413.0
Q9LFX3	Q5R3I4	0.8556	0.213	2.5	436.0
A0A0P0VPJ9	Q9SIN1	0.88843	0.415	2.4	287.0
A0A2P5YNM7	Q9LRR9	0.40451	0.534	3.9	73.0
A0A2R6PE62	Q9SN74	0.47966	0.579	2.87	121.0
C6TNI1	Q946Y7	0.45314	0.61	2.53	118.0
F4KCH7	Q9FNN3	0.59897	0.562	5.23	425.0
A0A2P5XQV8	Q41188	0.89951	0.659	1.81	82.0
A0A2P5XQ19	Q9LT35	0.52982	0.655	3.84	258.0
Q9ZNQ5	Q01940	0.68734	0.152	2.94	297.0
Q8LAA7	A3DES7	0.34785	0.406	1.42	64.0
P93654	P93654	1.0	1.0	0.0	268.0
Q0JDJ8	Q54IR8	0.81317	0.305	4.65	766.0
F4IFF3	F4IFF3	1.0	1.0	0.0	646.0
A0A2P5WVM8	Q5M757	0.82738	0.686	2.72	121.0
P56777	P56777	1.0	1.0	0.0	508.0
A0A2I0WGP8	Q9LRJ9	0.86415	0.28	2.38	232.0
D7ST73	F4JKI3	0.75887	0.522	2.67	134.0
F4JKW0	P0ACA7	0.29377	0.184	3.39	114.0
A0A3Q7IQ95	Q8RWN5	0.26059	0.526	4.23	76.0
A0A2R6RFW3	Q04189	0.3918	0.154	3.43	65.0
F4I7Z1	Q9FM89	0.76381	0.477	1.49	130.0
Q9LR70	Q52KK4	0.22079	0.216	5.27	213.0
A0A2I0XGE4	Q7XBQ9	0.76482	0.251	3.44	267.0
A0A804L4B2	O22912	0.83743	0.844	1.3	64.0
Q94AT3	P30235	0.74116	0.209	2.41	306.0
Q9XID5	Q9XID5	1.0	1.0	0.0	657.0
Q9FJX2	Q9FJX2	1.0	1.0	0.0	146.0
B6EXY6	B6EXY6	1.0	1.0	0.0	759.0
A0A2K2CI54	Q8LPG1	0.38039	0.202	4.83	114.0
W1P5Y3	Q8LG77	0.91945	0.631	1.15	65.0
F4IJK1	F4IJK1	1.0	1.0	0.0	947.0
Q8VY62	Q4KM84	0.78399	0.313	3.44	259.0
A0A2P5RRA2	O65009	0.86045	0.433	2.08	233.0
A0A199UKP7	Q9FJ45	0.92691	0.417	1.22	163.0
A0A6I9UL95	Q9NXE8	0.66668	0.456	2.26	79.0
A0A498I1N5	Q84WV9	0.53064	0.69	2.33	58.0
Q9LZM8	Q9LZM8	1.0	1.0	0.0	575.0
A0A0Q3J6U6	Q9C8Y5	0.75851	0.208	3.04	375.0
I1JBX6	O94830	0.2014	0.073	6.33	110.0
A0A498JAC1	Q9FVC1	0.5974	0.437	2.52	103.0
A0A804MQU5	Q8S2T0	0.27521	0.1	6.52	280.0
K7L684	Q9T048	0.66215	0.218	6.01	815.0
Q0J7R1	F7J0M4	0.64187	0.132	4.48	250.0
A0A498ICD5	Q9SJH0	0.73234	0.351	1.33	57.0
Q6NQK9	Q6NQK9	1.0	1.0	0.0	297.0
A0A0P0XBF6	Q9LMT7	0.39435	0.188	3.75	224.0
F4HXZ8	P0AFY5	0.41765	0.134	3.19	164.0
O64817	O64817	1.0	1.0	0.0	333.0
A0A2P5WKI1	Q500V5	0.48458	0.25	3.83	188.0
Q6NLH7	O51333	0.3594	0.12	3.45	166.0
A0A0Q3GT41	Q9LMT7	0.64605	0.127	2.74	212.0
B4FBN6	Q9SIS4	0.93134	0.5	1.88	334.0
W1PVH6	O43414	0.80403	0.331	1.54	130.0
A0A2R6RTI8	Q8W595	0.29765	0.154	5.23	117.0
A0A3Q7EQH0	Q93ZB9	0.92298	0.449	1.6	198.0
Q9LS68	Q9LVY2	0.99532	0.83	0.58	760.0
Q9STS7	Q9STS7	1.0	1.0	0.0	353.0
Q94AF7	Q54JS0	0.87155	0.304	0.85	115.0
Q0E3Z8	O75533	0.96436	0.857	1.54	357.0
A0A804ICD0	P86473	0.83784	0.52	2.42	127.0
Q9FJG9	Q9FJG9	1.0	1.0	0.0	445.0
A0A2P5Y7M0	Q6PBF7	0.60937	0.31	3.23	145.0
A4FVN8	Q9DC48	0.79837	0.484	4.09	527.0
Q6YZC6	Q7ZTY7	0.51972	0.145	4.69	166.0
Q501F5	B8JKV0	0.42088	0.13	3.41	169.0
A0A6I9UD54	Q8LD26	0.28624	0.525	4.45	59.0
Q8LB17	Q8LB17	1.0	1.0	0.0	403.0
A0A498I5Q8	P46604	0.42117	0.607	3.46	117.0
A0A804RIF8	O81833	0.5258	0.392	3.47	347.0
I1KX34	Q8IMP6	0.22134	0.141	6.97	170.0
Q8W475	Q8W475	1.0	1.0	0.0	512.0
A0A199W5Z3	Q28I90	0.66084	0.33	2.91	112.0
A0A199VTV9	P21885	0.91747	0.342	1.77	483.0
P82643	P82642	0.61411	0.279	2.63	68.0
A0A498HYN7	C7G3A0	0.76152	0.243	3.6	337.0
A0A199UIR3	Q9C884	0.94795	0.716	1.16	169.0
U5CN40	Q9C8J6	0.76536	0.358	2.07	95.0
A0A7J7GYA1	Q0CJ54	0.52251	0.202	2.53	94.0
A0A1D6HG56	Q947D2	0.52727	0.429	5.55	492.0
Q6EU58	P39697	0.11107	0.329	2.3	76.0
Q6YVI0	O50039	0.82851	0.77	1.26	309.0
Q84WG1	Q84WG1	1.0	1.0	0.0	503.0
A0A498K900	Q6H7M3	0.67388	0.435	3.56	177.0
W1NU21	F4K4L7	0.28383	0.323	8.11	406.0
A0A3Q7J0Y4	Q8RX22	0.87128	0.379	1.33	58.0
Q2QAV0	Q2QAV0	1.0	1.0	0.0	1322.0
Q9STM3	Q9STM3	1.0	1.0	0.0	1360.0
A0A2P5W5B6	F4KGY6	0.44009	0.47	3.42	100.0
Q94JW8	Q94JW8	1.0	1.0	0.0	405.0
A0A3S3R4J3	Q949X7	0.84641	0.781	1.16	306.0
A0A0P0X6F0	B3H6C3	0.5067	0.19	3.43	158.0
Q9FL54	Q9FL54	1.0	1.0	0.0	284.0
A0A2R6QR76	F4HVG8	0.52873	0.55	4.31	160.0
Q9LFF6	Q9LFF6	1.0	1.0	0.0	138.0
A0A804I4A0	Q8LJT8	0.40178	0.446	3.61	148.0
Q5M729	Q5M729	1.0	1.0	0.0	539.0
A0A0R0E3J7	Q2KJJ5	0.69977	0.386	3.99	360.0
Q8GXS3	Q8GXS3	1.0	1.0	0.0	200.0
Q0J0M2	Q9SV64	0.97122	0.775	1.45	276.0
Q9FVS0	Q9FVS0	1.0	1.0	0.0	264.0
O24456	O24456	1.0	1.0	0.0	327.0
A0A2R6QF03	Q6IQ97	0.24045	0.101	5.05	99.0
A0A7J7HJE6	Q9XF47	0.99686	0.861	0.28	173.0
A7UL74	A7UL74	1.0	1.0	0.0	345.0
Q9FRA7	Q9FRA7	1.0	1.0	0.0	253.0
A0A0P0Y248	O23254	0.99891	0.849	0.26	471.0
F6HD72	F4JGZ1	0.64062	0.582	4.33	376.0
F4JS93	O51266	0.39969	0.258	3.26	159.0
F6HWH3	F4HQ23	0.56818	0.449	2.42	49.0
Q0IS92	O48626	0.91766	0.561	1.89	296.0
A0A0Q3NKC1	Q9FFJ8	0.65714	0.253	3.72	170.0
Q9M8K6	Q9M8K6	1.0	1.0	0.0	202.0
A0A199W3I4	Q1PFH7	0.91073	0.657	1.36	105.0
A0A2K2D3A0	P54162	0.37698	0.215	2.01	130.0
A0A3S3Q1G6	Q8LG76	0.29441	0.301	5.43	103.0
A0A2R6RTC4	Q8VXZ7	0.98158	0.746	0.9	185.0
A0A804NQ25	Q8VZS6	0.14856	0.234	7.19	158.0
Q10PG5	Q84WK5	0.84324	0.783	1.89	226.0
A0A2I0V9G8	P10394	0.27577	0.044	6.9	158.0
Q94F00	Q94F00	1.0	1.0	0.0	371.0
Q84MD7	A5ILS0	0.56977	0.302	2.27	235.0
A0A0R0KDZ9	Q40975	0.86812	0.24	1.51	100.0
Q39172	Q39172	1.0	1.0	0.0	345.0
A0A0P0V9Q5	P0DKH5	0.34987	0.083	5.65	132.0
A0A498HAE5	P49292	0.6458	0.559	2.4	127.0
F4KG91	Q8BYH7	0.5282	0.314	5.01	424.0
Q5N6V0	Q5N6V0	1.0	1.0	0.0	673.0
F6HWA6	Q2QZ80	0.98107	0.589	0.7	141.0
A0A2R6QJR2	Q9SU30	0.70108	0.159	3.81	333.0
Q9LVC8	Q9LVC8	1.0	1.0	0.0	288.0
B4G1A9	Q960T2	0.23422	0.192	5.8	130.0
A0A2P5Y1T7	Q9LT84	0.73069	0.301	3.67	339.0
Q9SKL6	P37896	0.69397	0.135	3.21	192.0
O04351	O04351	1.0	1.0	0.0	320.0
Q3EB08	Q3EB08	1.0	1.0	0.0	383.0
Q8H0U3	B2RY50	0.4142	0.108	6.62	471.0
Q42379	Q42379	1.0	1.0	0.0	269.0
A0A7J7FYD3	Q7JV70	0.32182	0.124	3.85	161.0
K7KF39	A2AMZ4	0.78587	0.339	1.65	59.0
Q9ZQH2	Q9JKP7	0.37206	0.352	1.91	108.0
Q94CD4	Q94CD4	1.0	1.0	0.0	134.0
A0A2I0XJ38	Q5M750	0.29637	0.276	6.36	116.0
A0A2K2DV54	Q9ZUL8	0.69656	0.212	2.19	66.0
Q6NKY5	P87131	0.82991	0.495	2.48	368.0
P0C2G0	P0C2G0	1.0	1.0	0.0	403.0
Q9LKB6	Q58FV0	0.86597	0.245	2.42	233.0
K7LEC4	Q9FFZ6	0.43326	0.299	2.96	77.0
A0A804KA50	Q9SND4	0.57822	0.661	2.18	109.0
I1K148	Q0JEU6	0.94574	0.426	1.44	263.0
A0A7J7H0K6	Q6NQB7	0.74561	0.485	2.33	103.0
A0A2R6RKW3	Q9T068	0.44044	0.635	3.55	74.0
B4F9K3	Q9ZPS0	0.70583	0.173	3.67	335.0
A0A2P5W8K2	Q9M199	0.24522	0.216	5.48	171.0
Q8RW97	Q8RW97	1.0	1.0	0.0	785.0
Q9SFB0	Q9SFB0	1.0	1.0	0.0	526.0
A0A2I0WNW6	A6YFB5	0.61867	0.23	3.41	187.0
W1NEG2	P0C8S1	0.4503	0.23	4.36	152.0
Q9FND9	Q9FND9	1.0	1.0	0.0	783.0
A0A0Q3H054	Q9SK32	0.64381	0.123	3.2	228.0
C0SVV6	C0SVV6	1.0	1.0	0.0	494.0
W1PJ78	Q84JP1	0.43219	0.648	3.24	88.0
Q9ZVJ2	Q8JZZ6	0.8573	0.483	2.15	203.0
A0A2I0XGV9	F4K1J4	0.29664	0.558	5.38	215.0
Q9SL78	Q5XF85	0.43244	0.403	5.5	236.0
A0A7J7GZY4	F4HXZ1	0.94095	0.724	1.33	301.0
A0A0P0WAN5	Q9FZ70	0.74908	0.182	2.92	148.0
O48691	P82413	0.52419	0.515	3.04	130.0
K7MTL2	Q2PMU5	0.89556	0.896	1.1	77.0
O81793	Q9SIJ0	0.16481	0.075	6.52	80.0
C7J2L2	Q1G3Q4	0.39852	0.156	3.31	135.0
A0A199V2E7	Q9LUB6	0.54988	0.462	3.02	119.0
A0A2R6R151	Q39261	0.17781	0.385	4.06	78.0
Q1PEU2	Q9SJ52	0.64739	0.193	2.87	192.0
A0A804J6L9	O49603	0.90259	0.234	1.74	167.0
A0A804JU76	B3H587	0.61151	0.211	3.07	109.0
F4J934	Q10137	0.41493	0.27	3.08	230.0
A0A0P0Y360	Q9LNG5	0.56937	0.257	4.06	346.0
Q9ZPX9	Q9ZPX9	1.0	1.0	0.0	135.0
F4J6R3	Q5XET5	0.59481	0.266	2.79	304.0
A0A7J7GWS0	Q0WRB2	0.84557	0.577	2.39	194.0
A0A3S5WGG5	A0A0C3VJP4	0.96674	0.635	1.33	414.0
I1IHX6	Q8VZU2	0.69373	0.629	2.23	229.0
A0A2K2D5N8	Q9M8J3	0.63574	0.222	3.95	261.0
K7KXD1	Q8L608	0.94546	0.583	0.94	115.0
A0A3Q7JWM4	Q9LMT7	0.72843	0.107	4.12	272.0
A0A2P5YL57	Q9I9A3	0.15333	0.031	7.13	129.0
A0A0Q3IV07	Q8VXZ0	0.8804	0.581	1.77	332.0
Q9LZE4	Q68EH8	0.46265	0.257	3.01	253.0
Q7Y230	P23796	0.74805	0.281	3.67	441.0
Q0DAE7	Q9LZA5	0.63288	0.376	4.09	141.0
A0A2P5Y4I7	Q5R723	0.24625	0.258	3.31	93.0
Q9ZUU1	Q9ZUU1	1.0	1.0	0.0	284.0
F6HK22	Q9SIV5	0.43779	0.255	4.63	204.0
F4KI28	Q5EAF6	0.83231	0.301	2.42	166.0
O65373	O65373	1.0	1.0	0.0	215.0
A0A2P5VNE2	Q0J954	0.70798	0.617	2.69	381.0
Q9FH06	Q9FH06	1.0	1.0	0.0	469.0
Q94AU3	Q1H5E9	0.31387	0.093	5.74	150.0
A0A804MBG9	Q9FHE1	0.49232	0.231	3.16	117.0
I1KPQ8	Q9ASY8	0.76041	0.557	2.33	70.0
A0A0P0XHC7	Q9ZWC6	0.69562	0.37	2.62	154.0
Q8LC59	Q8LC59	1.0	1.0	0.0	120.0
Q9LXX6	Q9LXX6	1.0	1.0	0.0	790.0
Q84J46	Q84J46	1.0	1.0	0.0	540.0
A0A1D6NL60	Q9S7T5	0.46583	0.313	4.24	147.0
A0A0N7KIN5	A2XQE8	0.98867	0.935	0.59	184.0
Q9SV20	Q9SV20	1.0	1.0	0.0	948.0
A0A0P0X9G2	A8X6J7	0.35137	0.055	6.15	199.0
U5D0D4	Q84P17	0.9355	0.632	1.26	190.0
Q5PP31	Q8CG71	0.45596	0.241	3.16	199.0
A0A3Q7EAV2	Q70E96	0.96908	0.539	1.15	206.0
A0A6I9TVP9	Q8GYN5	0.21244	0.284	5.43	81.0
Q6ZY51	Q6ZY51	1.0	1.0	0.0	1196.0
Q9XFR5	Q9XFR5	1.0	1.0	0.0	268.0
F4JT89	Q7ZYF1	0.20081	0.021	5.52	94.0
A0A2P5Y7F9	P10253	0.52682	0.214	2.52	140.0
Q9C9N3	Q9C9N3	1.0	1.0	0.0	310.0
A0A7J7HC24	A6MMB3	0.93125	0.979	0.75	145.0
A0A0N7KQC9	Q1G3Q4	0.4303	0.315	3.0	92.0
Q9FHC3	P82929	0.50942	0.235	2.17	81.0
P46309	P46309	1.0	1.0	0.0	522.0
A0A0P0Y358	Q0WP44	0.39043	0.277	4.45	447.0
A0A498KA06	Q4PSI6	0.64297	0.15	3.21	107.0
A0A3Q7IPL4	P42825	0.75866	0.918	1.78	97.0
O49484	O49484	1.0	1.0	0.0	152.0
A0A2I0VG74	P10401	0.39725	0.263	3.83	137.0
O81815	O81815	1.0	1.0	0.0	397.0
Q8VZM1	Q8VZM1	1.0	1.0	0.0	897.0
A0A2R6QRP3	Q8VZQ0	0.23573	0.034	6.99	147.0
A0A2K2DV47	Q9SY66	0.72751	0.213	4.09	520.0
I1MZ81	Q8VYI9	0.50238	0.156	3.61	77.0
I1IJK2	F7J0N2	0.7375	0.244	2.95	180.0
A0A0N7KIE7	Q9FIQ5	0.72496	0.323	2.98	254.0
Q8H0T5	Q8H0T5	1.0	1.0	0.0	262.0
Q8GXX7	Q8GXX7	1.0	1.0	0.0	397.0
A0A2P5WRR1	Q9LU90	0.71217	0.24	3.77	342.0
W1NPA9	Q616J1	0.31785	0.092	5.12	119.0
Q9C9T0	Q6PC19	0.97138	0.508	0.73	191.0
Q650Y6	Q1G391	0.53584	0.127	4.53	283.0
A0A804I0J0	Q8VZV9	0.49303	0.677	2.78	93.0
Q9SVE5	Q9SVE5	1.0	1.0	0.0	265.0
